edge(s104t3word53,V2)	-edge(s104t3word53,s104t1word355)	+edge(s104t3word53,s104t2word682)	-edge(s104t3word53,s104t4word43)	-edge(s104t3word53,s104t5word683)	-edge(s104t3word53,s104t6word5)
edge(s104t4word43,V2)	-edge(s104t4word43,s104t1word355)	-edge(s104t4word43,s104t2word682)	-edge(s104t4word43,s104t3word53)	+edge(s104t4word43,s104t5word683)	-edge(s104t4word43,s104t6word5)	-edge(s104t4word43,s104t7word102)	-edge(s104t4word43,s104t8word62)	-edge(s104t4word43,s104t9word63)
edge(s202t11word1071,V2)	-edge(s202t11word1071,s202t3word352)	-edge(s202t11word1071,s202t4word1070)	-edge(s202t11word1071,s202t5word5)	-edge(s202t11word1071,s202t6word591)	+edge(s202t11word1071,s202t7word221)	-edge(s202t11word1071,s202t8word594)	-edge(s202t11word1071,s202t9word1070)	-edge(s202t11word1071,s202t10word5)
edge(s203t1word1072,V2)	+edge(s203t1word1072,s203t2word1073)	-edge(s203t1word1072,s203t3word8)	-edge(s203t1word1072,s203t4word29)	-edge(s203t1word1072,s203t5word62)	-edge(s203t1word1072,s203t6word1074)
edge(s203t2word1073,V2)	-edge(s203t2word1073,s203t1word1072)	+edge(s203t2word1073,s203t3word8)	-edge(s203t2word1073,s203t4word29)	-edge(s203t2word1073,s203t5word62)	-edge(s203t2word1073,s203t6word1074)	-edge(s203t2word1073,s203t7word198)
edge(s203t3word8,V2)	-edge(s203t3word8,s203t4word29)	-edge(s203t3word8,s203t5word62)	-edge(s203t3word8,s203t6word1074)	+edge(s203t3word8,s203t7word198)	-edge(s203t3word8,s203t8word8)	-edge(s203t3word8,s203t9word1075)	-edge(s203t3word8,s203t10word1076)	-edge(s203t3word8,s203t11word86)
edge(s203t4word29,V2)	-edge(s203t4word29,s203t1word1072)	-edge(s203t4word29,s203t2word1073)	-edge(s203t4word29,s203t3word8)	+edge(s203t4word29,s203t5word62)	-edge(s203t4word29,s203t6word1074)	-edge(s203t4word29,s203t7word198)	-edge(s203t4word29,s203t8word8)	-edge(s203t4word29,s203t9word1075)
edge(s203t5word62,V2)	-edge(s203t5word62,s203t2word1073)	-edge(s203t5word62,s203t3word8)	-edge(s203t5word62,s203t4word29)	+edge(s203t5word62,s203t6word1074)	-edge(s203t5word62,s203t7word198)	-edge(s203t5word62,s203t8word8)	-edge(s203t5word62,s203t9word1075)	-edge(s203t5word62,s203t10word1076)
edge(s203t6word1074,V2)	-edge(s203t6word1074,s203t1word1072)	-edge(s203t6word1074,s203t2word1073)	+edge(s203t6word1074,s203t3word8)	-edge(s203t6word1074,s203t4word29)	-edge(s203t6word1074,s203t5word62)	-edge(s203t6word1074,s203t7word198)
edge(s203t7word198,V2)	-edge(s203t7word198,s203t4word29)	-edge(s203t7word198,s203t5word62)	-edge(s203t7word198,s203t6word1074)	+edge(s203t7word198,s203t8word8)	-edge(s203t7word198,s203t9word1075)	-edge(s203t7word198,s203t10word1076)	-edge(s203t7word198,s203t11word86)	-edge(s203t7word198,s203t12word1077)
edge(s203t8word8,V2)	+edge(s203t8word8,s203t0root)	-edge(s203t8word8,s203t1word1072)	-edge(s203t8word8,s203t2word1073)	-edge(s203t8word8,s203t3word8)	-edge(s203t8word8,s203t4word29)
edge(s203t9word1075,V2)	-edge(s203t9word1075,s203t6word1074)	-edge(s203t9word1075,s203t7word198)	-edge(s203t9word1075,s203t8word8)	+edge(s203t9word1075,s203t10word1076)	-edge(s203t9word1075,s203t11word86)	-edge(s203t9word1075,s203t12word1077)	-edge(s203t9word1075,s203t13word1078)	-edge(s203t9word1075,s203t14word305)
edge(s203t10word1076,V2)	-edge(s203t10word1076,s203t7word198)	-edge(s203t10word1076,s203t8word8)	-edge(s203t10word1076,s203t9word1075)	+edge(s203t10word1076,s203t11word86)	-edge(s203t10word1076,s203t12word1077)	-edge(s203t10word1076,s203t13word1078)	-edge(s203t10word1076,s203t14word305)	-edge(s203t10word1076,s203t15word1079)
edge(s203t11word86,V2)	-edge(s203t11word86,s203t10word1076)	-edge(s203t11word86,s203t12word1077)	-edge(s203t11word86,s203t13word1078)	+edge(s203t11word86,s203t14word305)	-edge(s203t11word86,s203t15word1079)	-edge(s203t11word86,s203t16word417)	-edge(s203t11word86,s203t17word1080)	-edge(s203t11word86,s203t18word1081)
edge(s203t12word1077,V2)	-edge(s203t12word1077,s203t9word1075)	-edge(s203t12word1077,s203t10word1076)	-edge(s203t12word1077,s203t11word86)	+edge(s203t12word1077,s203t13word1078)	-edge(s203t12word1077,s203t14word305)	-edge(s203t12word1077,s203t15word1079)	-edge(s203t12word1077,s203t16word417)	-edge(s203t12word1077,s203t17word1080)
edge(s203t13word1078,V2)	-edge(s203t13word1078,s203t7word198)	-edge(s203t13word1078,s203t8word8)	-edge(s203t13word1078,s203t9word1075)	-edge(s203t13word1078,s203t10word1076)	+edge(s203t13word1078,s203t11word86)	-edge(s203t13word1078,s203t12word1077)	-edge(s203t13word1078,s203t14word305)	-edge(s203t13word1078,s203t15word1079)
edge(s203t14word305,V2)	-edge(s203t14word305,s203t11word86)	-edge(s203t14word305,s203t12word1077)	-edge(s203t14word305,s203t13word1078)	+edge(s203t14word305,s203t15word1079)	-edge(s203t14word305,s203t16word417)	-edge(s203t14word305,s203t17word1080)	-edge(s203t14word305,s203t18word1081)	-edge(s203t14word305,s203t19word5)
edge(s203t15word1079,V2)	-edge(s203t15word1079,s203t12word1077)	-edge(s203t15word1079,s203t13word1078)	-edge(s203t15word1079,s203t14word305)	+edge(s203t15word1079,s203t16word417)	-edge(s203t15word1079,s203t17word1080)	-edge(s203t15word1079,s203t18word1081)	-edge(s203t15word1079,s203t19word5)	-edge(s203t15word1079,s203t20word1082)
edge(s203t16word417,V2)	-edge(s203t16word417,s203t4word29)	-edge(s203t16word417,s203t5word62)	-edge(s203t16word417,s203t6word1074)	-edge(s203t16word417,s203t7word198)	+edge(s203t16word417,s203t8word8)	-edge(s203t16word417,s203t9word1075)	-edge(s203t16word417,s203t10word1076)	-edge(s203t16word417,s203t11word86)	-edge(s203t16word417,s203t12word1077)
edge(s203t17word1080,V2)	-edge(s203t17word1080,s203t15word1079)	-edge(s203t17word1080,s203t16word417)	-edge(s203t17word1080,s203t18word1081)	+edge(s203t17word1080,s203t19word5)	-edge(s203t17word1080,s203t20word1082)	-edge(s203t17word1080,s203t21word1083)
edge(s203t18word1081,V2)	-edge(s203t18word1081,s203t13word1078)	-edge(s203t18word1081,s203t14word305)	-edge(s203t18word1081,s203t15word1079)	-edge(s203t18word1081,s203t16word417)	+edge(s203t18word1081,s203t17word1080)	-edge(s203t18word1081,s203t19word5)	-edge(s203t18word1081,s203t20word1082)	-edge(s203t18word1081,s203t21word1083)
edge(s203t19word5,V2)	-edge(s203t19word5,s203t16word417)	-edge(s203t19word5,s203t17word1080)	-edge(s203t19word5,s203t18word1081)	+edge(s203t19word5,s203t20word1082)	-edge(s203t19word5,s203t21word1083)
edge(s203t20word1082,V2)	-edge(s203t20word1082,s203t17word1080)	-edge(s203t20word1082,s203t18word1081)	-edge(s203t20word1082,s203t19word5)	+edge(s203t20word1082,s203t21word1083)
edge(s203t21word1083,V2)	-edge(s203t21word1083,s203t12word1077)	-edge(s203t21word1083,s203t13word1078)	-edge(s203t21word1083,s203t14word305)	-edge(s203t21word1083,s203t15word1079)	+edge(s203t21word1083,s203t16word417)	-edge(s203t21word1083,s203t17word1080)	-edge(s203t21word1083,s203t18word1081)	-edge(s203t21word1083,s203t19word5)	-edge(s203t21word1083,s203t20word1082)
edge(s204t1word469,V2)	+edge(s204t1word469,s204t2word60)	-edge(s204t1word469,s204t3word828)	-edge(s204t1word469,s204t4word5)	-edge(s204t1word469,s204t5word1084)	-edge(s204t1word469,s204t6word890)
edge(s204t2word60,V2)	-edge(s204t2word60,s204t1word469)	+edge(s204t2word60,s204t3word828)	-edge(s204t2word60,s204t4word5)	-edge(s204t2word60,s204t5word1084)	-edge(s204t2word60,s204t6word890)	-edge(s204t2word60,s204t7word7)
edge(s204t3word828,V2)	-edge(s204t3word828,s204t1word469)	-edge(s204t3word828,s204t2word60)	+edge(s204t3word828,s204t4word5)	-edge(s204t3word828,s204t5word1084)	-edge(s204t3word828,s204t6word890)	-edge(s204t3word828,s204t7word7)	-edge(s204t3word828,s204t8word8)
edge(s204t4word5,V2)	-edge(s204t4word5,s204t1word469)	-edge(s204t4word5,s204t2word60)	-edge(s204t4word5,s204t3word828)	+edge(s204t4word5,s204t5word1084)	-edge(s204t4word5,s204t6word890)	-edge(s204t4word5,s204t7word7)	-edge(s204t4word5,s204t8word8)	-edge(s204t4word5,s204t9word19)
edge(s204t5word1084,V2)	-edge(s204t5word1084,s204t3word828)	-edge(s204t5word1084,s204t4word5)	-edge(s204t5word1084,s204t6word890)	+edge(s204t5word1084,s204t7word7)	-edge(s204t5word1084,s204t8word8)	-edge(s204t5word1084,s204t9word19)	-edge(s204t5word1084,s204t10word29)	-edge(s204t5word1084,s204t11word30)
edge(s204t6word890,V2)	-edge(s204t6word890,s204t1word469)	-edge(s204t6word890,s204t2word60)	-edge(s204t6word890,s204t3word828)	-edge(s204t6word890,s204t4word5)	+edge(s204t6word890,s204t5word1084)	-edge(s204t6word890,s204t7word7)	-edge(s204t6word890,s204t8word8)	-edge(s204t6word890,s204t9word19)
edge(s204t7word7,V2)	-edge(s204t7word7,s204t4word5)	-edge(s204t7word7,s204t5word1084)	-edge(s204t7word7,s204t6word890)	+edge(s204t7word7,s204t8word8)	-edge(s204t7word7,s204t9word19)	-edge(s204t7word7,s204t10word29)	-edge(s204t7word7,s204t11word30)	-edge(s204t7word7,s204t12word1085)
edge(s204t8word8,V2)	+edge(s204t8word8,s204t0root)	-edge(s204t8word8,s204t1word469)	-edge(s204t8word8,s204t2word60)	-edge(s204t8word8,s204t3word828)	-edge(s204t8word8,s204t4word5)
edge(s204t9word19,V2)	-edge(s204t9word19,s204t10word29)	-edge(s204t9word19,s204t11word30)	-edge(s204t9word19,s204t12word1085)	-edge(s204t9word19,s204t13word894)	+edge(s204t9word19,s204t14word5)	-edge(s204t9word19,s204t15word2)	-edge(s204t9word19,s204t16word269)	-edge(s204t9word19,s204t17word313)	-edge(s204t9word19,s204t18word894)
edge(s204t10word29,V2)	-edge(s204t10word29,s204t7word7)	-edge(s204t10word29,s204t8word8)	-edge(s204t10word29,s204t9word19)	+edge(s204t10word29,s204t11word30)	-edge(s204t10word29,s204t12word1085)	-edge(s204t10word29,s204t13word894)	-edge(s204t10word29,s204t14word5)	-edge(s204t10word29,s204t15word2)
edge(s204t11word30,V2)	-edge(s204t11word30,s204t9word19)	-edge(s204t11word30,s204t10word29)	-edge(s204t11word30,s204t12word1085)	+edge(s204t11word30,s204t13word894)	-edge(s204t11word30,s204t14word5)	-edge(s204t11word30,s204t15word2)	-edge(s204t11word30,s204t16word269)	-edge(s204t11word30,s204t17word313)
edge(s204t12word1085,V2)	-edge(s204t12word1085,s204t9word19)	-edge(s204t12word1085,s204t10word29)	-edge(s204t12word1085,s204t11word30)	+edge(s204t12word1085,s204t13word894)	-edge(s204t12word1085,s204t14word5)	-edge(s204t12word1085,s204t15word2)	-edge(s204t12word1085,s204t16word269)	-edge(s204t12word1085,s204t17word313)
edge(s204t13word894,V2)	-edge(s204t13word894,s204t10word29)	-edge(s204t13word894,s204t11word30)	-edge(s204t13word894,s204t12word1085)	+edge(s204t13word894,s204t14word5)	-edge(s204t13word894,s204t15word2)	-edge(s204t13word894,s204t16word269)	-edge(s204t13word894,s204t17word313)	-edge(s204t13word894,s204t18word894)
edge(s204t14word5,V2)	-edge(s204t14word5,s204t11word30)	-edge(s204t14word5,s204t12word1085)	-edge(s204t14word5,s204t13word894)	+edge(s204t14word5,s204t15word2)	-edge(s204t14word5,s204t16word269)	-edge(s204t14word5,s204t17word313)	-edge(s204t14word5,s204t18word894)
edge(s204t15word2,V2)	-edge(s204t15word2,s204t12word1085)	-edge(s204t15word2,s204t13word894)	-edge(s204t15word2,s204t14word5)	+edge(s204t15word2,s204t16word269)	-edge(s204t15word2,s204t17word313)	-edge(s204t15word2,s204t18word894)
edge(s204t16word269,V2)	-edge(s204t16word269,s204t13word894)	-edge(s204t16word269,s204t14word5)	-edge(s204t16word269,s204t15word2)	+edge(s204t16word269,s204t17word313)	-edge(s204t16word269,s204t18word894)
edge(s204t17word313,V2)	-edge(s204t17word313,s204t4word5)	-edge(s204t17word313,s204t5word1084)	-edge(s204t17word313,s204t6word890)	-edge(s204t17word313,s204t7word7)	+edge(s204t17word313,s204t8word8)	-edge(s204t17word313,s204t9word19)	-edge(s204t17word313,s204t10word29)	-edge(s204t17word313,s204t11word30)	-edge(s204t17word313,s204t12word1085)
edge(s204t18word894,V2)	-edge(s204t18word894,s204t13word894)	-edge(s204t18word894,s204t14word5)	-edge(s204t18word894,s204t15word2)	-edge(s204t18word894,s204t16word269)	+edge(s204t18word894,s204t17word313)
edge(s205t1word798,V2)	+edge(s205t1word798,s205t2word7)	-edge(s205t1word798,s205t3word250)	-edge(s205t1word798,s205t4word29)	-edge(s205t1word798,s205t5word30)	-edge(s205t1word798,s205t6word29)
edge(s205t2word7,V2)	-edge(s205t2word7,s205t1word798)	+edge(s205t2word7,s205t3word250)	-edge(s205t2word7,s205t4word29)	-edge(s205t2word7,s205t5word30)	-edge(s205t2word7,s205t6word29)	-edge(s205t2word7,s205t7word957)
edge(s205t3word250,V2)	-edge(s205t3word250,s205t7word957)	-edge(s205t3word250,s205t8word1035)	-edge(s205t3word250,s205t9word5)	-edge(s205t3word250,s205t10word647)	+edge(s205t3word250,s205t11word64)	-edge(s205t3word250,s205t12word43)	-edge(s205t3word250,s205t13word455)	-edge(s205t3word250,s205t14word14)	-edge(s205t3word250,s205t15word1086)
edge(s205t4word29,V2)	-edge(s205t4word29,s205t1word798)	-edge(s205t4word29,s205t2word7)	-edge(s205t4word29,s205t3word250)	+edge(s205t4word29,s205t5word30)	-edge(s205t4word29,s205t6word29)	-edge(s205t4word29,s205t7word957)	-edge(s205t4word29,s205t8word1035)	-edge(s205t4word29,s205t9word5)
edge(s205t5word30,V2)	-edge(s205t5word30,s205t2word7)	-edge(s205t5word30,s205t3word250)	-edge(s205t5word30,s205t4word29)	+edge(s205t5word30,s205t6word29)	-edge(s205t5word30,s205t7word957)	-edge(s205t5word30,s205t8word1035)	-edge(s205t5word30,s205t9word5)	-edge(s205t5word30,s205t10word647)
edge(s205t6word29,V2)	-edge(s205t6word29,s205t3word250)	-edge(s205t6word29,s205t4word29)	-edge(s205t6word29,s205t5word30)	+edge(s205t6word29,s205t7word957)	-edge(s205t6word29,s205t8word1035)	-edge(s205t6word29,s205t9word5)	-edge(s205t6word29,s205t10word647)	-edge(s205t6word29,s205t11word64)
edge(s205t7word957,V2)	-edge(s205t7word957,s205t4word29)	-edge(s205t7word957,s205t5word30)	-edge(s205t7word957,s205t6word29)	+edge(s205t7word957,s205t8word1035)	-edge(s205t7word957,s205t9word5)	-edge(s205t7word957,s205t10word647)	-edge(s205t7word957,s205t11word64)	-edge(s205t7word957,s205t12word43)
edge(s205t8word1035,V2)	-edge(s205t8word1035,s205t5word30)	-edge(s205t8word1035,s205t6word29)	-edge(s205t8word1035,s205t7word957)	+edge(s205t8word1035,s205t9word5)	-edge(s205t8word1035,s205t10word647)	-edge(s205t8word1035,s205t11word64)	-edge(s205t8word1035,s205t12word43)	-edge(s205t8word1035,s205t13word455)
edge(s205t9word5,V2)	-edge(s205t9word5,s205t6word29)	-edge(s205t9word5,s205t7word957)	-edge(s205t9word5,s205t8word1035)	+edge(s205t9word5,s205t10word647)	-edge(s205t9word5,s205t11word64)	-edge(s205t9word5,s205t12word43)	-edge(s205t9word5,s205t13word455)	-edge(s205t9word5,s205t14word14)
edge(s205t10word647,V2)	-edge(s205t10word647,s205t1word798)	-edge(s205t10word647,s205t2word7)	+edge(s205t10word647,s205t3word250)	-edge(s205t10word647,s205t4word29)	-edge(s205t10word647,s205t5word30)	-edge(s205t10word647,s205t6word29)	-edge(s205t10word647,s205t7word957)
edge(s205t11word64,V2)	-edge(s205t11word64,s205t16word1087)	-edge(s205t11word64,s205t17word5)	-edge(s205t11word64,s205t18word234)	-edge(s205t11word64,s205t19word14)	+edge(s205t11word64,s205t20word21)	-edge(s205t11word64,s205t21word1088)	-edge(s205t11word64,s205t22word178)	-edge(s205t11word64,s205t23word14)	-edge(s205t11word64,s205t24word203)
edge(s205t12word43,V2)	-edge(s205t12word43,s205t9word5)	-edge(s205t12word43,s205t10word647)	-edge(s205t12word43,s205t11word64)	+edge(s205t12word43,s205t13word455)	-edge(s205t12word43,s205t14word14)	-edge(s205t12word43,s205t15word1086)	-edge(s205t12word43,s205t16word1087)	-edge(s205t12word43,s205t17word5)
edge(s205t13word455,V2)	-edge(s205t13word455,s205t10word647)	-edge(s205t13word455,s205t11word64)	-edge(s205t13word455,s205t12word43)	+edge(s205t13word455,s205t14word14)	-edge(s205t13word455,s205t15word1086)	-edge(s205t13word455,s205t16word1087)	-edge(s205t13word455,s205t17word5)	-edge(s205t13word455,s205t18word234)
edge(s205t14word14,V2)	-edge(s205t14word14,s205t11word64)	-edge(s205t14word14,s205t12word43)	-edge(s205t14word14,s205t13word455)	+edge(s205t14word14,s205t15word1086)	-edge(s205t14word14,s205t16word1087)	-edge(s205t14word14,s205t17word5)	-edge(s205t14word14,s205t18word234)	-edge(s205t14word14,s205t19word14)
edge(s205t15word1086,V2)	-edge(s205t15word1086,s205t13word455)	-edge(s205t15word1086,s205t14word14)	-edge(s205t15word1086,s205t16word1087)	+edge(s205t15word1086,s205t17word5)	-edge(s205t15word1086,s205t18word234)	-edge(s205t15word1086,s205t19word14)	-edge(s205t15word1086,s205t20word21)	-edge(s205t15word1086,s205t21word1088)
edge(s205t16word1087,V2)	-edge(s205t16word1087,s205t11word64)	-edge(s205t16word1087,s205t12word43)	-edge(s205t16word1087,s205t13word455)	-edge(s205t16word1087,s205t14word14)	+edge(s205t16word1087,s205t15word1086)	-edge(s205t16word1087,s205t17word5)	-edge(s205t16word1087,s205t18word234)	-edge(s205t16word1087,s205t19word14)
edge(s205t17word5,V2)	-edge(s205t17word5,s205t14word14)	-edge(s205t17word5,s205t15word1086)	-edge(s205t17word5,s205t16word1087)	+edge(s205t17word5,s205t18word234)	-edge(s205t17word5,s205t19word14)	-edge(s205t17word5,s205t20word21)	-edge(s205t17word5,s205t21word1088)	-edge(s205t17word5,s205t22word178)
edge(s205t18word234,V2)	-edge(s205t18word234,s205t7word957)	-edge(s205t18word234,s205t8word1035)	-edge(s205t18word234,s205t9word5)	-edge(s205t18word234,s205t10word647)	+edge(s205t18word234,s205t11word64)	-edge(s205t18word234,s205t12word43)	-edge(s205t18word234,s205t13word455)	-edge(s205t18word234,s205t14word14)	-edge(s205t18word234,s205t15word1086)
edge(s205t19word14,V2)	-edge(s205t19word14,s205t16word1087)	-edge(s205t19word14,s205t17word5)	-edge(s205t19word14,s205t18word234)	+edge(s205t19word14,s205t20word21)	-edge(s205t19word14,s205t21word1088)	-edge(s205t19word14,s205t22word178)	-edge(s205t19word14,s205t23word14)	-edge(s205t19word14,s205t24word203)
edge(s205t20word21,V2)	-edge(s205t20word21,s205t18word234)	-edge(s205t20word21,s205t19word14)	-edge(s205t20word21,s205t21word1088)	+edge(s205t20word21,s205t22word178)	-edge(s205t20word21,s205t23word14)	-edge(s205t20word21,s205t24word203)	-edge(s205t20word21,s205t25word43)	-edge(s205t20word21,s205t26word21)
edge(s205t21word1088,V2)	-edge(s205t21word1088,s205t16word1087)	-edge(s205t21word1088,s205t17word5)	-edge(s205t21word1088,s205t18word234)	-edge(s205t21word1088,s205t19word14)	+edge(s205t21word1088,s205t20word21)	-edge(s205t21word1088,s205t22word178)	-edge(s205t21word1088,s205t23word14)	-edge(s205t21word1088,s205t24word203)
edge(s205t22word178,V2)	-edge(s205t22word178,s205t25word43)	-edge(s205t22word178,s205t26word21)	-edge(s205t22word178,s205t27word1089)	-edge(s205t22word178,s205t28word14)	+edge(s205t22word178,s205t29word110)	-edge(s205t22word178,s205t30word7)	-edge(s205t22word178,s205t31word8)	-edge(s205t22word178,s205t32word798)	-edge(s205t22word178,s205t33word88)
edge(s205t23word14,V2)	-edge(s205t23word14,s205t20word21)	-edge(s205t23word14,s205t21word1088)	-edge(s205t23word14,s205t22word178)	+edge(s205t23word14,s205t24word203)	-edge(s205t23word14,s205t25word43)	-edge(s205t23word14,s205t26word21)	-edge(s205t23word14,s205t27word1089)	-edge(s205t23word14,s205t28word14)
edge(s205t24word203,V2)	-edge(s205t24word203,s205t18word234)	-edge(s205t24word203,s205t19word14)	-edge(s205t24word203,s205t20word21)	-edge(s205t24word203,s205t21word1088)	+edge(s205t24word203,s205t22word178)	-edge(s205t24word203,s205t23word14)	-edge(s205t24word203,s205t25word43)	-edge(s205t24word203,s205t26word21)
edge(s205t25word43,V2)	-edge(s205t25word43,s205t22word178)	-edge(s205t25word43,s205t23word14)	-edge(s205t25word43,s205t24word203)	+edge(s205t25word43,s205t26word21)	-edge(s205t25word43,s205t27word1089)	-edge(s205t25word43,s205t28word14)	-edge(s205t25word43,s205t29word110)	-edge(s205t25word43,s205t30word7)
edge(s205t26word21,V2)	-edge(s205t26word21,s205t20word21)	-edge(s205t26word21,s205t21word1088)	-edge(s205t26word21,s205t22word178)	-edge(s205t26word21,s205t23word14)	+edge(s205t26word21,s205t24word203)	-edge(s205t26word21,s205t25word43)	-edge(s205t26word21,s205t27word1089)	-edge(s205t26word21,s205t28word14)
edge(s205t27word1089,V2)	-edge(s205t27word1089,s205t22word178)	-edge(s205t27word1089,s205t23word14)	-edge(s205t27word1089,s205t24word203)	-edge(s205t27word1089,s205t25word43)	+edge(s205t27word1089,s205t26word21)	-edge(s205t27word1089,s205t28word14)	-edge(s205t27word1089,s205t29word110)	-edge(s205t27word1089,s205t30word7)
edge(s205t28word14,V2)	-edge(s205t28word14,s205t23word14)	-edge(s205t28word14,s205t24word203)	-edge(s205t28word14,s205t25word43)	-edge(s205t28word14,s205t26word21)	+edge(s205t28word14,s205t27word1089)	-edge(s205t28word14,s205t29word110)	-edge(s205t28word14,s205t30word7)	-edge(s205t28word14,s205t31word8)
edge(s205t29word110,V2)	-edge(s205t29word110,s205t26word21)	-edge(s205t29word110,s205t27word1089)	-edge(s205t29word110,s205t28word14)	+edge(s205t29word110,s205t30word7)	-edge(s205t29word110,s205t31word8)	-edge(s205t29word110,s205t32word798)	-edge(s205t29word110,s205t33word88)
edge(s205t30word7,V2)	-edge(s205t30word7,s205t27word1089)	-edge(s205t30word7,s205t28word14)	-edge(s205t30word7,s205t29word110)	+edge(s205t30word7,s205t31word8)	-edge(s205t30word7,s205t32word798)	-edge(s205t30word7,s205t33word88)
edge(s205t31word8,V2)	+edge(s205t31word8,s205t0root)	-edge(s205t31word8,s205t1word798)	-edge(s205t31word8,s205t2word7)	-edge(s205t31word8,s205t3word250)	-edge(s205t31word8,s205t4word29)
